item traded|price|volume|time|buy/sell|market/limit|misc
ICXETH|0.000903300|399.82544900|1574820931.7435|b|l|
ICXETH|0.000893200|116.00254457|1574824802.0826|s|l|
ICXETH|0.000874700|1200.00000000|1574824832.8433|s|l|
ICXETH|0.000877400|1460.95327660|1574843678.2172|s|l|
ICXETH|0.000877300|168.26287956|1574843678.2659|s|l|
ICXETH|0.000880200|325.99998273|1574845637.6026|b|l|
ICXETH|0.000880200|1932.40808270|1574845639.0657|b|l|
ICXETH|0.000872000|3005.19874000|1574846279.6972|s|l|
ICXETH|0.000870100|458.34423676|1574847937.7959|s|l|
ICXETH|0.000897100|551.34800631|1574861431.1074|b|l|
ICXETH|0.000897100|595.18268564|1574861431.5|b|l|
ICXETH|0.000897200|646.38761477|1574861432.4455|b|l|
ICXETH|0.000897100|598.68408803|1574861432.8417|b|l|
ICXETH|0.000897000|582.82962600|1574861433.2592|b|l|
ICXETH|0.000896900|542.18485607|1574861434.0277|b|l|
ICXETH|0.000896800|518.96852957|1574861434.4265|b|l|
ICXETH|0.000896700|507.29342109|1574861434.7881|b|l|
ICXETH|0.000897200|53.56217043|1574861435.0859|b|l|
ICXETH|0.000897200|445.19390708|1574861435.3928|b|l|
ICXETH|0.000897000|389.20555591|1574861438.37|b|l|
ICXETH|0.000897000|74.14594537|1574861438.7439|b|l|
ICXETH|0.000896900|386.12241100|1574861439.2501|b|l|
ICXETH|0.000896800|382.85733688|1574861440.2906|b|l|
ICXETH|0.000896700|383.59510198|1574861440.9518|b|l|
ICXETH|0.000896600|488.29063495|1574861441.3057|b|l|
ICXETH|0.000896700|403.04323352|1574861442.435|b|l|
ICXETH|0.000892000|100.00000000|1574869491.383|s|l|
ICXETH|0.000909200|734.60971293|1574870553.1454|b|m|
ICXETH|0.000880800|68.18954718|1574874389.9201|s|m|
ICXETH|0.000880800|0.17045282|1574874389.9272|s|m|
ICXETH|0.000909100|259.00000000|1574884086.5834|b|l|
ICXETH|0.000889900|400.00000000|1574917294.3514|s|l|
ICXETH|0.000898800|395.51603713|1574921165.4126|b|l|
ICXETH|0.000898800|0.31423871|1574921165.4152|b|l|
ICXETH|0.000898300|2597.89703217|1574973155.8574|b|l|
ICXETH|0.000891400|639.04997258|1574981524.0939|s|l|
ICXETH|0.000910400|367.12112468|1575004948.4919|b|l|
ICXETH|0.000910400|367.52410102|1575004949.2089|b|l|
ICXETH|0.000910400|366.96987658|1575004949.6595|b|l|
ICXETH|0.000910400|366.46934820|1575004950.385|b|l|
ICXETH|0.000910400|366.39012175|1575004950.7327|b|l|
ICXETH|0.000913300|382.37050031|1575006416.459|b|l|
ICXETH|0.000913300|378.11578981|1575006416.9492|b|l|
ICXETH|0.000913300|375.38500171|1575006417.2615|b|l|
ICXETH|0.000913300|379.58906301|1575006417.5393|b|l|
ICXETH|0.000911300|375.19550222|1575009425.219|b|l|
ICXETH|0.000911300|380.37871030|1575009425.8606|b|l|
ICXETH|0.000911300|404.13175313|1575009426.349|b|l|
ICXETH|0.000911300|377.34051118|1575009426.841|b|l|
ICXETH|0.000911300|374.72417934|1575009427.2747|b|l|
ICXETH|0.000911300|374.63857051|1575009427.6049|b|l|
ICXETH|0.000911300|366.69788809|1575009428.2059|b|l|
ICXETH|0.000911200|103.27300000|1575009429.5406|b|l|
ICXETH|0.000911300|267.14270232|1575009429.547|b|l|
ICXETH|0.000911300|369.98488177|1575009429.8624|b|l|
ICXETH|0.000911200|369.52838155|1575009430.2382|b|l|
ICXETH|0.000911300|372.29350318|1575009431.5332|b|l|
ICXETH|0.000899200|387.01639805|1575012548.0809|s|l|
ICXETH|0.000899200|364.04016709|1575012548.5417|s|l|
ICXETH|0.000899200|367.50563308|1575012548.9184|s|l|
ICXETH|0.000899200|367.48852718|1575012549.3171|s|l|
ICXETH|0.000899200|366.46170396|1575012549.943|s|l|
ICXETH|0.000899200|371.55576916|1575012550.2211|s|l|
ICXETH|0.000899200|395.75091358|1575012550.5595|s|l|
ICXETH|0.000899200|420.46453768|1575012554.9565|s|l|
ICXETH|0.000906400|387.67966813|1575026668.8063|b|l|
ICXETH|0.000906300|218.69279847|1575026669.3838|b|l|
ICXETH|0.000906400|169.07607207|1575026669.3903|b|l|
ICXETH|0.000906400|520.08162876|1575026669.6942|b|l|
ICXETH|0.000906200|518.88303077|1575026670.1501|b|l|
ICXETH|0.000906200|524.03356234|1575026670.7957|b|l|
ICXETH|0.000899300|1286.95578261|1575027014.0112|s|l|
ICXETH|0.000896800|457.26064562|1575038752.5787|b|m|
ICXETH|0.000893500|133.96532978|1575040097.3262|s|l|
ICXETH|0.000892900|54.14370328|1575040697.524|s|l|
ICXETH|0.000891000|358.73640345|1575041058.5378|s|l|
ICXETH|0.000891000|167.94095979|1575041061.3951|s|l|
ICXETH|0.000899800|54.14370015|1575045681.5727|b|l|
ICXETH|0.000899800|0.00000313|1575045696.8786|b|l|
ICXETH|0.000906800|54.14370328|1575046696.7545|b|l|
ICXETH|0.000899800|54.14370328|1575054403.575|s|l|
ICXETH|0.000892900|54.14370328|1575074684.8903|s|l|
ICXETH|0.000890600|313.40153879|1575103467.1933|s|l|
ICXETH|0.000889500|144.00000000|1575108191.8011|s|l|
ICXETH|0.000899800|54.14370328|1575123985.2247|b|l|
ICXETH|0.000894400|50.00000000|1575124325.0924|s|l|
ICXETH|0.000892900|54.14370328|1575125048.4975|s|l|
ICXETH|0.000899800|54.14370328|1575134479.7844|b|l|
ICXETH|0.000906800|54.14369475|1575135590.3322|b|l|
ICXETH|0.000906800|0.00000853|1575135710.2035|b|l|
ICXETH|0.000907500|771.32499466|1575135982.8912|s|l|
ICXETH|0.000907500|1048.18009995|1575135982.8937|s|l|
ICXETH|0.000899800|54.14370328|1575136105.8723|s|l|
ICXETH|0.000892900|54.14370328|1575136356.0662|s|l|
ICXETH|0.000893500|54.08965118|1575136862.8787|s|l|
ICXETH|0.000893500|0.01424295|1575136862.8804|s|l|
ICXETH|0.000899800|54.14370015|1575158616.267|b|l|
ICXETH|0.000899800|0.00000313|1575159087.6396|b|l|
ICXETH|0.000892900|54.14370328|1575170877.2348|s|l|
ICXETH|0.000886000|54.14370328|1575174237.6427|s|l|
ICXETH|0.000891800|450.00000000|1575188222.9083|b|m|
ICXETH|0.000892900|54.14370328|1575190005.2802|b|m|
ICXETH|0.000899800|54.14370328|1575190005.2902|b|m|
ICXETH|0.000906800|54.14370328|1575190005.292|b|m|
ICXETH|0.000913800|54.14370328|1575190005.2934|b|m|
ICXETH|0.000920900|54.14370328|1575190005.2947|b|m|
ICXETH|0.000927600|279.38148360|1575190005.2962|b|m|
ICXETH|0.000906800|54.14370328|1575190024.5303|s|l|
ICXETH|0.000906700|54.14370328|1575190027.624|b|l|
ICXETH|0.000899800|54.14370328|1575190028.5102|s|l|
ICXETH|0.000892900|54.14370328|1575190043.2634|s|l|
ICXETH|0.000886000|54.14370328|1575193305.0355|s|l|
ICXETH|0.000892900|54.14370328|1575209164.1087|b|l|
ICXETH|0.000886000|54.14370328|1575234502.283|s|m|
ICXETH|0.000879200|45.73737953|1575234502.3006|s|m|
ICXETH|0.000879200|0.11860881|1575234502.3023|s|m|
ICXETH|0.000879200|0.00030758|1575234502.3037|s|m|
ICXETH|0.000879200|0.00000080|1575234502.3053|s|m|
ICXETH|0.000892900|54.14369470|1575264373.1802|b|l|
ICXETH|0.000892900|0.00000858|1575264385.9285|b|l|
ICXETH|0.000893900|50.00000000|1575266745.9903|s|l|
ICXETH|0.000886000|54.08360192|1575267312.067|s|l|
ICXETH|0.000886000|0.05402957|1575267312.0699|s|l|
ICXETH|0.000886000|0.00002762|1575267312.0717|s|l|
ICXETH|0.000886000|0.00604417|1575267312.2434|s|l|
ICXETH|0.000882400|1691.52556580|1575295154.7023|s|l|
ICXETH|0.000882400|1494.83989941|1575295218.9056|s|l|
ICXETH|0.000882400|747.80655342|1575295220.2386|s|l|
ICXETH|0.000881800|1693.98993288|1575295244.6229|s|l|
ICXEUR|0.124700|0.00000087|1574997096.8667|s|m|
ICXEUR|0.125100|174.67725671|1574997630.4106|b|l|
ICXEUR|0.125100|174.68876783|1574997630.7819|b|l|
ICXEUR|0.125800|157.66000000|1575007156.2026|s|l|
ICXEUR|0.125800|82.77200000|1575007723.7536|s|l|
ICXEUR|0.125400|64.94293212|1575007855.9516|s|l|
ICXEUR|0.125300|367.07300059|1575007862.3852|s|l|
ICXEUR|0.125300|367.24370023|1575007863.3886|s|l|
ICXEUR|0.125300|371.58984569|1575007872.3131|s|l|
ICXEUR|0.125300|372.95876796|1575007872.6744|s|l|
ICXEUR|0.125300|383.74142190|1575007873.1816|s|l|
ICXEUR|0.126500|223.65330337|1575011138.8864|b|l|
ICXEUR|0.126500|0.22342987|1575011138.8938|b|l|
ICXEUR|0.126500|0.00022321|1575011138.8951|b|l|
ICXEUR|0.126500|0.00000021|1575011138.8963|b|l|
ICXEUR|0.126900|796.12304334|1575011138.8979|b|l|
ICXEUR|0.125400|224.46451277|1575011875.2953|s|l|
ICXEUR|0.125300|362.48649636|1575011880.0896|s|l|
ICXEUR|0.125300|496.34125747|1575011881.7875|s|l|
ICXEUR|0.124600|368.34799890|1575012535.6825|s|l|
ICXEUR|0.124600|24.25620607|1575012536.1196|s|l|
ICXEUR|0.124600|92.51000000|1575012536.6215|s|l|
ICXEUR|0.124600|576.50469985|1575012569.1635|s|l|
ICXEUR|0.124600|577.89411361|1575012569.7663|s|l|
ICXEUR|0.124600|592.51423938|1575012570.1768|s|l|
ICXEUR|0.124600|594.78620940|1575012570.7349|s|l|
ICXEUR|0.124600|602.30073776|1575012571.1878|s|l|
ICXEUR|0.124600|844.85941781|1575012572.7418|s|l|
ICXEUR|0.127000|100.00000000|1575022044.0232|b|m|
ICXEUR|0.127000|1200.00000000|1575022696.8373|s|l|
ICXEUR|0.127000|2737.00787401|1575022805.7494|s|l|
ICXEUR|0.126800|2721.43449020|1575025044.5993|b|l|
ICXEUR|0.126800|224.24027251|1575025044.605|b|l|
ICXEUR|0.126800|0.22401625|1575025044.6065|b|l|
ICXEUR|0.126800|0.00022380|1575025044.6078|b|l|
ICXEUR|0.126800|0.00000022|1575025044.6091|b|l|
ICXEUR|0.126800|54.10099702|1575025044.6099|b|l|
ICXEUR|0.126300|224.22314013|1575025258.8354|b|l|
ICXEUR|0.126300|224.22314013|1575025259.1782|b|l|
ICXEUR|0.124200|100.00000000|1575025266.8347|s|m|
ICXEUR|0.124200|100.00000000|1575025267.7134|s|m|
ICXEUR|0.124300|100.00000000|1575025268.5624|s|m|
ICXEUR|0.124400|100.00000000|1575025269.4407|s|m|
ICXEUR|0.124600|100.00000000|1575025270.2597|s|m|
ICXEUR|0.126900|353.84951380|1575026643.8925|b|l|
ICXEUR|0.126900|357.16883533|1575026644.4423|b|l|
ICXEUR|0.126900|358.78444209|1575026645.113|b|l|
ICXEUR|0.126900|379.30026700|1575026645.5516|b|l|
ICXEUR|0.126900|378.61602563|1575026645.8832|b|l|
ICXEUR|0.126900|387.71022545|1575026646.3324|b|l|
ICXEUR|0.126900|388.14781913|1575026646.8144|b|l|
ICXEUR|0.126900|397.12793134|1575026647.1977|b|l|
ICXEUR|0.126900|396.57233898|1575026647.6971|b|l|
ICXEUR|0.126900|408.82112448|1575026648.1362|b|l|
ICXEUR|0.126900|382.63402790|1575026648.6793|b|l|
ICXEUR|0.126900|382.96599583|1575026649.0674|b|l|
ICXEUR|0.126900|387.55508516|1575026649.9803|b|l|
ICXEUR|0.126900|398.81882515|1575026650.367|b|l|
ICXEUR|0.126600|362.07680267|1575026934.5345|s|l|
ICXEUR|0.126600|377.10922264|1575026936.1099|s|l|
ICXEUR|0.126600|379.11215244|1575026936.5794|s|l|
ICXEUR|0.126600|420.35552971|1575026937.6497|s|l|
ICXEUR|0.126600|433.42603506|1575026938.0907|s|l|
ICXEUR|0.126600|429.93745169|1575026938.5523|s|l|
ICXEUR|0.126600|389.39377328|1575026938.9055|s|l|
ICXEUR|0.126600|403.34371649|1575026939.4447|s|l|
ICXEUR|0.126600|415.90888137|1575026939.8377|s|l|
ICXEUR|0.126600|414.44796413|1575026940.4189|s|l|
ICXEUR|0.126400|399.51910303|1575028185.8688|s|l|
ICXEUR|0.126400|492.74582726|1575028186.6467|s|l|
ICXEUR|0.126400|458.78032030|1575028187.1959|s|l|
ICXEUR|0.125500|447.99828198|1575029806.7534|b|l|
ICXEUR|0.125500|0.44755073|1575029806.7608|b|l|
ICXEUR|0.125500|0.00044710|1575029806.7627|b|l|
ICXEUR|0.125500|0.00000043|1575029806.7641|b|l|
ICXEUR|0.125500|51.56278376|1575029806.7648|b|l|
ICXEUR|0.126800|222.18276377|1575030109.6197|b|l|
ICXEUR|0.126700|606.53929344|1575034146.5252|b|m|
ICXEUR|0.126800|6034.40536278|1575034146.5357|b|m|
ICXEUR|0.126800|17376.66000000|1575034518.5091|b|l|
ICXEUR|0.126800|710.79835040|1575034519.5588|b|l|
ICXEUR|0.126800|7164.71211534|1575034521.0536|b|l|
ICXEUR|0.127500|359.27350452|1575036544.2813|b|l|
ICXEUR|0.127500|366.97935092|1575036545.9889|b|l|
ICXEUR|0.127500|423.58840968|1575036546.7013|b|l|
ICXEUR|0.127500|438.77440891|1575036547.1864|b|l|
ICXEUR|0.127500|439.18491634|1575036547.5701|b|l|
ICXEUR|0.127500|450.40679474|1575036547.8543|b|l|
ICXEUR|0.127500|476.47583107|1575036548.1974|b|l|
ICXEUR|0.127500|485.75353526|1575036548.5729|b|l|
ICXEUR|0.127500|565.48865265|1575036549.2515|b|l|
ICXEUR|0.127500|559.95250484|1575036549.7746|b|l|
ICXEUR|0.127500|571.97845147|1575036550.1375|b|l|
ICXEUR|0.127500|538.16654038|1575036551.0197|b|l|
ICXEUR|0.127500|482.97586811|1575036551.4008|b|l|
ICXEUR|0.127500|494.79827519|1575036551.9042|b|l|
ICXEUR|0.127500|476.89952608|1575036552.4508|b|l|
ICXEUR|0.127500|468.72375604|1575036552.9434|b|l|
ICXEUR|0.127500|485.54009602|1575036553.6022|b|l|
ICXEUR|0.127500|438.44873527|1575036554.368|b|l|
ICXEUR|0.127500|319.99999990|1575037794.0316|b|l|
ICXEUR|0.127500|1682.93333333|1575037828.6561|b|l|
ICXEUR|0.127500|853.10352941|1575037833.4711|b|l|
ICXEUR|0.127500|1384.88941176|1575037839.6502|b|l|
ICXEUR|0.127500|235.23450980|1575037850.6116|b|l|
ICXEUR|0.127500|15523.83921580|1575037918.6488|b|l|
ICXEUR|0.127900|353.87975765|1575040192.1339|s|l|
ICXEUR|0.127900|355.00476441|1575040192.7482|s|l|
ICXEUR|0.127900|359.10874882|1575040193.0744|s|l|
ICXEUR|0.127700|974.79359950|1575040607.2291|b|l|
ICXEUR|0.127700|25.20640050|1575040609.5879|s|l|
ICXEUR|0.127100|375.13392657|1575040666.8104|s|l|
ICXEUR|0.127100|382.31370377|1575040667.1969|s|l|
ICXEUR|0.127100|379.43544291|1575040667.5326|s|l|
ICXEUR|0.127100|358.44497825|1575040669.367|s|l|
ICXEUR|0.127100|394.08128821|1575040699.1701|s|l|
ICXEUR|0.127100|383.00086751|1575040699.5884|s|l|
ICXEUR|0.127100|379.01875550|1575040700.0554|s|l|
ICXEUR|0.126900|150.00000000|1575040795.1811|s|m|
ICXEUR|0.126900|150.00000000|1575040796.002|s|m|
ICXEUR|0.126900|383.65855159|1575040797.7383|s|l|
ICXEUR|0.126900|389.18805577|1575040798.33|s|l|
ICXEUR|0.126900|389.44233728|1575040798.7478|s|l|
ICXEUR|0.126900|290.35681581|1575040799.4193|s|l|
ICXEUR|0.127100|927.97292968|1575045117.4402|s|m|
ICXEUR|0.127100|2.40647279|1575045117.4496|s|m|
ICXEUR|0.127100|0.00624060|1575045117.451|s|m|
ICXEUR|0.127100|0.00001619|1575045117.4525|s|m|
ICXEUR|0.127200|54.14370015|1575045681.5648|s|l|
ICXEUR|0.127300|4936.46145069|1575049549.6355|s|m|
ICXEUR|0.127100|998.90238677|1575049549.643|s|m|
ICXEUR|0.126800|314.55283911|1575049549.6446|s|m|
ICXEUR|0.126800|1609.71766561|1575049549.6459|s|m|
ICXEUR|0.126800|1692.95583596|1575049549.6474|s|m|
ICXEUR|0.126800|1673.91798107|1575049549.6488|s|m|
ICXEUR|0.125200|723.79488933|1575049549.6503|s|m|
ICXEUR|0.125000|930.00000000|1575049549.6521|s|m|
ICXEUR|0.124900|461.23058447|1575049549.6547|s|m|
ICXEUR|0.124600|6658.46636699|1575049549.6565|s|m|
ICXEUR|0.127600|50.00000000|1575051293.2439|b|m|
ICXEUR|0.126500|5566.90617702|1575054403.1039|s|l|
ICXEUR|0.126400|597.04919989|1575054403.1067|s|l|
ICXEUR|0.126300|2795.10583000|1575054403.1081|s|l|
ICXEUR|0.126300|6028.94762220|1575054403.1093|s|l|
ICXEUR|0.125500|100.71600000|1575057536.6853|b|l|
ICXEUR|0.125600|18.04884561|1575057536.697|b|l|
ICXEUR|0.125500|300.00000000|1575065891.4931|b|m|
ICXEUR|0.125000|203.00000000|1575068112.1282|b|l|
ICXEUR|0.124800|350.00000000|1575069206.2658|b|m|
ICXEUR|0.125400|54.14370328|1575074684.8982|b|l|
ICXEUR|0.125700|100.00000000|1575086594.4346|b|m|
ICXEUR|0.126400|1301.03460100|1575099992.7642|b|l|
ICXEUR|0.125400|313.40153879|1575103467.3783|s|l|
ICXEUR|0.126000|162.06147516|1575108093.7115|b|l|
ICXEUR|0.123800|2858.21719000|1575109295.8928|s|l|
ICXEUR|0.124400|1500.00000000|1575109894.0972|b|m|
ICXEUR|0.124200|17198.45000000|1575112472.4043|b|l|
ICXEUR|0.124400|17876.03000000|1575112473.5438|s|l|
ICXEUR|0.124400|17178.10852090|1575112475.612|s|l|
ICXEUR|0.123900|221.73928522|1575112956.0863|s|l|
ICXEUR|0.123900|0.44259338|1575112956.0957|s|l|
ICXEUR|0.123900|0.00088342|1575112956.0973|s|l|
ICXEUR|0.123900|0.00000176|1575112956.0988|s|l|
ICXEUR|0.123200|997.40674252|1575124099.1532|s|l|
ICXEUR|0.123200|2.58653255|1575124099.1582|s|l|
ICXEUR|0.123200|0.00670754|1575124099.1596|s|l|
ICXEUR|0.123200|0.00001739|1575124099.1607|s|l|
ICXEUR|0.123100|54.14370328|1575125048.5014|b|l|
ICXEUR|0.122700|1200.00000000|1575129058.3829|s|l|
ICXEUR|0.122700|182.00000000|1575130551.9351|b|l|
ICXEUR|0.125000|1600.00000000|1575134482.3803|b|m|
ICXEUR|0.124700|200.00000000|1575134676.7528|s|l|
ICXEUR|0.123900|1596.16919940|1575134684.0348|s|m|
ICXEUR|0.123900|3.82163416|1575134684.0477|s|m|
ICXEUR|0.123900|0.00914996|1575134684.0498|s|m|
ICXEUR|0.123900|0.00001648|1575134684.051|s|m|
ICXEUR|0.124500|801.28210000|1575134748.5725|b|m|
ICXEUR|0.125200|54.14369475|1575135590.308|s|l|
ICXEUR|0.125000|168.74137039|1575135631.94|s|l|
ICXEUR|0.125000|4.79189065|1575135631.9417|s|l|
ICXEUR|0.125000|147.55710935|1575135632.2132|s|l|
ICXEUR|0.124200|2842.10808000|1575135847.9649|s|l|
ICXEUR|0.124000|1217.57806194|1575135982.9539|s|l|
ICXEUR|0.123600|1760.13575466|1575136054.6449|b|l|
ICXEUR|0.123700|137.43411479|1575136073.6783|b|l|
ICXEUR|0.122300|1595.85078795|1575136165.5112|s|m|
ICXEUR|0.122300|4.13845207|1575136165.5153|s|m|
ICXEUR|0.122300|0.01073208|1575136165.5166|s|m|
ICXEUR|0.122300|0.00002783|1575136165.5181|s|m|
ICXEUR|0.122500|1017.85388724|1575137812.8718|s|l|
ICXEUR|0.122500|2.14611276|1575137812.8812|s|l|
ICXEUR|0.122500|180.50967487|1575139571.1146|s|m|
ICXEUR|0.122500|0.46810807|1575139571.1651|s|m|
ICXEUR|0.122500|0.00121392|1575139571.1668|s|m|
ICXEUR|0.122500|0.00000314|1575139571.1686|s|m|
ICXEUR|0.122300|9976.05746242|1575144000.3922|s|m|
ICXEUR|0.122300|23.88521340|1575144000.4024|s|m|
ICXEUR|0.122300|0.05718726|1575144000.4042|s|m|
ICXEUR|0.122300|0.00013692|1575144000.4053|s|m|
ICXEUR|0.124200|222.66240275|1575159082.9661|b|m|
ICXEUR|0.124200|0.22243996|1575159082.9935|b|m|
ICXEUR|0.124200|0.00022222|1575159082.9953|b|m|
ICXEUR|0.124200|0.00000021|1575159082.9967|b|m|
ICXEUR|0.124200|1387.42089299|1575159082.9978|b|m|
ICXEUR|0.124300|226.07722689|1575159085.0858|b|l|
ICXEUR|0.124300|226.08745856|1575159085.5071|b|l|
ICXEUR|0.122200|302.10200000|1575162763.0752|s|l|
ICXEUR|0.122200|151.05100000|1575162763.0794|s|l|
ICXEUR|0.122100|86.63900000|1575162782.1276|s|l|
ICXEUR|0.121100|451.26216114|1575165490.2835|s|l|
ICXEUR|0.121100|0.90072287|1575165490.297|s|l|
ICXEUR|0.121100|0.00179785|1575165490.2983|s|l|
ICXEUR|0.121100|0.00000359|1575165490.2995|s|l|
ICXEUR|0.121100|454.14774082|1575165669.1957|s|l|
ICXEUR|0.121000|130.00000000|1575165669.2016|s|l|
ICXEUR|0.120200|76.54486664|1575166044.1735|s|m|
ICXEUR|0.120200|0.19850055|1575166044.1925|s|m|
ICXEUR|0.120200|0.00051476|1575166044.1942|s|m|
ICXEUR|0.120200|0.00000133|1575166044.1958|s|m|
ICXEUR|0.121500|151.92940924|1575167469.6224|s|l|
ICXEUR|0.120000|208.33333000|1575169904.3487|s|l|
ICXEUR|0.120000|1000.00000000|1575169904.3518|s|l|
ICXEUR|0.118900|373.06069200|1575171309.129|s|l|
ICXEUR|0.118400|54.14370328|1575174237.6475|b|l|
ICXEUR|0.117900|54.39677862|1575174246.0882|s|l|
ICXEUR|0.117900|3882.61109539|1575174246.1629|b|l|
ICXEUR|0.118800|460.96435483|1575179508.9406|b|l|
ICXEUR|0.118800|0.36847670|1575179508.9505|b|l|
ICXEUR|0.118800|0.00029454|1575179508.9522|b|l|
ICXEUR|0.118800|0.00000024|1575179508.9532|b|l|
ICXEUR|0.118100|54.14370328|1575193304.3859|s|l|
ICXEUR|0.118000|72.92831863|1575193304.3935|s|l|
ICXEUR|0.118000|388.41186153|1575193304.3955|s|l|
ICXEUR|0.117900|70.42663273|1575193305.7463|b|l|
ICXEUR|0.118600|228.21685881|1575194032.6406|s|l|
ICXEUR|0.118600|0.45552267|1575194032.6476|s|l|
ICXEUR|0.118600|0.00090923|1575194032.6492|s|l|
ICXEUR|0.118600|0.00000181|1575194032.6506|s|l|
ICXEUR|0.120200|2936.68738000|1575199828.8676|b|l|
ICXEUR|0.120400|4040.82091727|1575199870.8722|b|l|
ICXEUR|0.120400|0.00000273|1575199870.8865|b|l|
ICXEUR|0.120400|2931.80915727|1575199876.9858|b|l|
ICXEUR|0.120400|0.00000273|1575199946.1422|s|l|
ICXEUR|0.120200|2541.68053000|1575199984.4224|b|l|
ICXEUR|0.119400|2956.36368000|1575201167.8233|s|l|
ICXEUR|0.121000|1129.63057851|1575207368.9437|b|l|
ICXEUR|0.121000|3870.36942149|1575207414.2266|b|l|
ICXEUR|0.122900|258.00000000|1575209051.5017|b|l|
ICXEUR|0.121100|1953.85629255|1575213055.277|b|l|
ICXEUR|0.121000|3870.36942149|1575214836.3137|s|l|
ICXEUR|0.121600|2644.00000000|1575260100.1117|b|l|
ICXEUR|0.121900|226.85503783|1575261177.2423|s|l|
ICXEUR|0.121900|226.85503783|1575261177.7875|s|l|
ICXEUR|0.121600|200.00000000|1575261936.7109|s|l|
ICXEUR|0.121200|253.20366833|1575261945.6743|s|l|
ICXEUR|0.121200|0.50539655|1575261945.6798|s|l|
ICXEUR|0.121200|0.00100877|1575261945.6814|s|l|
ICXEUR|0.121200|0.00000201|1575261945.683|s|l|
ICXEUR|0.121000|54.14369470|1575264373.1871|s|l|
ICXEUR|0.120400|250.23800000|1575266557.0067|s|l|
ICXEUR|0.120400|949.76200000|1575266557.8382|s|l|
ICXEUR|0.120400|1482.66528239|1575266558.1412|s|l|
ICXEUR|0.120400|499.11578761|1575266559.6918|s|l|
ICXEUR|0.120300|1255.14781505|1575266561.5075|s|l|
ICXEUR|0.120000|166.66000000|1575266564.5846|s|l|
ICXEUR|0.119800|229.66238050|1575266592.0515|b|l|
ICXEUR|0.119500|50.00000000|1575266745.8117|s|l|
ICXEUR|0.119000|1500.10756302|1575266882.1131|s|l|
ICXEUR|0.119000|896.01428571|1575266884.7758|s|l|
ICXEUR|0.119000|103.87815127|1575266884.9659|s|l|
ICXEUR|0.118600|54.14370328|1575267312.0555|s|l|
ICXEUR|0.118600|58.37863061|1575267312.0626|s|l|
ICXEUR|0.120000|399.44063666|1575285474.0294|b|l|
ICXEUR|0.119700|416.66666666|1575286848.3583|b|l|
ICXEUR|0.119600|2153.11901007|1575292634.7677|s|m|
ICXEUR|0.119600|2949.27831000|1575292634.7705|s|m|
ICXEUR|0.119300|1494.83989941|1575292634.7721|s|m|
ICXEUR|0.118400|6556.67542442|1575292634.7736|s|m|
ICXEUR|0.118400|17.00314792|1575292634.7749|s|m|
ICXEUR|0.118400|0.04409354|1575292634.7762|s|m|
ICXEUR|0.118400|0.00011434|1575292634.7776|s|m|
ICXEUR|0.118400|0.00000030|1575292634.7787|s|m|
ICXEUR|0.119500|229.20397256|1575294913.414|s|l|
ICXEUR|0.119500|0.45749296|1575294913.4223|s|l|
ICXEUR|0.119500|0.00091316|1575294913.4242|s|l|
ICXEUR|0.119500|0.00000182|1575294913.4258|s|l|
ICXEUR|0.119500|824.13667074|1575295151.0256|s|l|
ICXEUR|0.119300|1691.52556580|1575295154.7109|b|l|
ICXEUR|0.119300|231.06810022|1575295218.6464|s|l|
ICXEUR|0.119300|231.06633536|1575295218.6587|s|l|
ICXEUR|0.119300|1494.83989941|1575295218.6604|s|l|
ICXEUR|0.119200|748.54870608|1575295220.2108|b|l|
ICXEUR|0.119200|747.80655342|1575295220.2342|b|l|
ICXEUR|0.119200|1693.98993288|1575295244.6188|b|l|
ICXEUR|0.119100|250.00000000|1575298884.075|b|l|
ICXEUR|0.118400|200.00000000|1575303586.1544|s|l|
ICXEUR|0.118200|1352.85377900|1575303963.4051|b|l|
ICXEUR|0.118000|261.61121316|1575304154.8961|s|l|
ICXEUR|0.118000|0.52217807|1575304154.9143|s|l|
ICXEUR|0.118000|0.00104228|1575304154.9156|s|l|
ICXEUR|0.118000|0.00000208|1575304154.9169|s|l|
ICXEUR|0.118300|225.42960900|1575304651.7186|b|l|
ICXEUR|0.118400|231.68182883|1575305522.2805|b|l|
ICXEUR|0.118400|231.68178267|1575305522.6725|b|l|
ICXEUR|0.118000|637.86556441|1575306264.3302|s|l|
ICXEUR|0.117900|974.44704100|1575306267.7073|b|l|
ICXEUR|0.118000|900.00000000|1575307251.046|b|m|
ICXEUR|0.117700|200.00000000|1575308134.8599|s|l|
ICXEUR|0.117700|50.00000000|1575310696.886|s|l|
ICXUSD|0.127000|4476.23521352|1574800467.0205|s|m|
ICXUSD|0.127000|11.60803068|1574800467.022|s|m|
ICXUSD|0.127000|0.03010261|1574800467.0234|s|m|
ICXUSD|0.127000|0.00007514|1574800467.0252|s|m|
ICXUSD|0.129600|284.85785867|1574813391.4281|b|m|
ICXUSD|0.129600|0.22770413|1574813391.4344|b|m|
ICXUSD|0.129600|0.00018201|1574813391.4357|b|m|
ICXUSD|0.129600|0.00000015|1574813391.4371|b|m|
ICXUSD|0.129800|81.47996918|1574813391.4381|b|m|
ICXUSD|0.133700|54.42500000|1574816471.8493|b|l|
ICXUSD|0.130900|3917.02927573|1574824794.316|b|l|
